sample-id	host_subject_id	Farm	Center Name	Collection_Date	env_broad_scale	geo_loc_name	Host_Age	host_body_habitat	host_body_product	Host_Diet	Host_disease	HOST	host_sex
SRR13314280	W72	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	11	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314279	W73	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	10	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314278	W74	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	9	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314277	W76	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	8	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314276	W77	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	8	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314275	W78	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	8	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314273	W79	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	8	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314272	W8	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	4	gut	stool	herbivore	Chronic wasting disease	Odocoileus virginianus	male
SRR13314271	W81	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314270	W82	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314269	W84	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314268	W85	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314267	W86	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314266	W87	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314265	W88	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314264	W89	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314262	W9	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	3	gut	stool	herbivore	healthy	Odocoileus virginianus	male
SRR13314261	W90	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314260	W91	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	Chronic wasting disease	Odocoileus virginianus	female
SRR13314259	W92	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314258	W93	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	7	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314257	W94	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	6	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314256	W95	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	6	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314255	W96	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	6	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314254	W97	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	5	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314253	W98	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	4	gut	stool	herbivore	healthy	Odocoileus virginianus	female
SRR13314251	W99	Farm 1	OHIO STATE UNIVERSITY	18-May	White-tailed deer microbiome	USA:Wisconsin	4	gut	stool	herbivore	healthy	Odocoileus virginianus	female
